Date,Category,Quantity,Revenue,Orders
2011-02-23,"Paper Napkins, Doilies & Bunting",262,1071.5,24
2011-02-23,Party & Event Accessories,140,133.39999999999998,6
2011-02-23,Picture Frames & Photo Accessories,48,231.75,10
2011-02-23,"Plates, Bowls, Trays & Serveware",202,508.59000000000003,21
2011-02-23,Sewing & Craft Kits,106,295.45,13
2011-02-23,"Stationery, Notebooks & Greeting Cards",606,383.52,15
2011-02-23,"Stickers, Patches & Badges",12,35.400000000000006,1
2011-02-23,Tea & Coffee Sets,26,161.84,10
2011-02-23,Tealight Holders & Sets,748,925.84,24
2011-02-23,Travel & Office Accessories,102,217.34,11
2011-02-23,Trinket Boxes & Keepsakes,196,372.48,7
2011-02-23,Unclassified,8,15.54,2
2011-02-23,Wall Art & Prints,1,8.29,1
2011-02-23,Wooden Letters & Number Tiles,17,122.83,6
2011-02-24,"Bag Charms, Key Rings & Phone Charms",1,1.63,1
2011-02-24,"Bags, Purses & Backpacks",381,1013.0600000000001,16
2011-02-24,"Baskets, Hampers & Wicker",157,875.13,9
2011-02-24,Cake Cases & Baking Accessories,579,887.95,23
2011-02-24,Cake Stands,89,812.4799999999999,12
2011-02-24,"Candles, Incense & Matches",353,548.79,17
2011-02-24,Children's Toys & Playsets,156,534.89,14
2011-02-24,Christmas Decorations,6,12.600000000000001,1
2011-02-24,Clocks & Timepieces,73,392.5,7
2011-02-24,"Clothing, Accessories & Beauty",110,114.58,8
2011-02-24,"Coat Racks, Hooks & Hangers",91,239.93,12
2011-02-24,Colouring & Art Supplies,597,280.74,8
2011-02-24,"Cushions, Quilts & Home Textiles",261,608.12,9
2011-02-24,Cutlery & Chopping Boards,88,260.4,7
2011-02-24,Decorative Hanging Ornaments & Figurines,375,527.87,14
2011-02-24,Doormats & Doorstops,96,692.82,12
2011-02-24,Easter Decorations,194,339.88,11
2011-02-24,Egg Cups & Holders,31,52.35,3
2011-02-24,Fairy Lights & Decorative Garlands,134,380.38,12
2011-02-24,"Furniture, Cabinets & Storage Furniture",359,1070.74,14
2011-02-24,"Garden, Bird Feeding & Outdoor Décor",401,456.75,11
2011-02-24,"Gift Wrap, Tape & Ribbons",437,271.14,13
2011-02-24,"Glass Jars, Bottles & Vases",45,161.99,6
2011-02-24,Hair Accessories,0,0.0,0
2011-02-24,Hand Warmers & Umbrellas,58,328.58000000000004,9
2011-02-24,Hot Water Bottles,24,106.94,6
2011-02-24,"Jewellery - Bracelets, Rings & Brooches",3,4.109999999999999,2
2011-02-24,Jewellery - Earrings,1,3.73,1
2011-02-24,Jewellery - Necklaces,4,10.2,1
2011-02-24,"Jigsaw Puzzles, Card Games & Board Games",180,311.63,7
2011-02-24,Jumbo Bags & Shoppers,367,690.1899999999999,11
2011-02-24,Kitchen Storage & Containers,398,893.3199999999999,23
2011-02-24,Kitchen Utensils & Tools,138,291.28000000000003,11
2011-02-24,Lamps & Lampshades,3,27.59,3
2011-02-24,Lanterns,28,39.839999999999996,3
2011-02-24,Lunch Boxes & Snack Bags,324,602.42,13
2011-02-24,Memo Boards & Blackboards,41,212.31,8
2011-02-24,Metal Signs & Plaques,406,571.27,13
2011-02-24,Mirrors,49,48.06,3
2011-02-24,Miscellaneous,1077,1827.18,32
2011-02-24,"Mugs, Cups & Glasses",602,1050.75,29
2011-02-24,"Paper Napkins, Doilies & Bunting",266,698.99,24
2011-02-24,Party & Event Accessories,212,165.37,8
2011-02-24,Picture Frames & Photo Accessories,90,289.46,9
2011-02-24,"Plates, Bowls, Trays & Serveware",590,938.53,20
2011-02-24,Sewing & Craft Kits,171,335.81,8
2011-02-24,"Stationery, Notebooks & Greeting Cards",226,226.01,13
2011-02-24,"Stickers, Patches & Badges",355,139.32999999999998,7
2011-02-24,Tea & Coffee Sets,99,451.99,13
2011-02-24,Tealight Holders & Sets,815,1050.45,23
2011-02-24,Travel & Office Accessories,96,166.87,4
2011-02-24,Trinket Boxes & Keepsakes,204,355.07,16
2011-02-24,Unclassified,1,4.15,1
2011-02-24,Wall Art & Prints,0,0.0,0
2011-02-24,Wooden Letters & Number Tiles,52,201.78,6
2011-02-25,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-02-25,"Bags, Purses & Backpacks",466,911.31,20
2011-02-25,"Baskets, Hampers & Wicker",93,202.89,10
2011-02-25,Cake Cases & Baking Accessories,491,615.9100000000001,19
2011-02-25,Cake Stands,28,381.42,8
2011-02-25,"Candles, Incense & Matches",309,566.93,14
2011-02-25,Children's Toys & Playsets,182,478.13,14
2011-02-25,Christmas Decorations,0,0.0,0
2011-02-25,Clocks & Timepieces,35,144.46,5
2011-02-25,"Clothing, Accessories & Beauty",86,104.9,4
2011-02-25,"Coat Racks, Hooks & Hangers",75,199.53,8
2011-02-25,Colouring & Art Supplies,400,385.2,5
2011-02-25,"Cushions, Quilts & Home Textiles",79,356.85,6
2011-02-25,Cutlery & Chopping Boards,107,437.94,10
2011-02-25,Decorative Hanging Ornaments & Figurines,409,667.4300000000001,18
2011-02-25,Doormats & Doorstops,70,545.62,11
2011-02-25,Easter Decorations,228,316.8,6
2011-02-25,Egg Cups & Holders,9,27.45,2
2011-02-25,Fairy Lights & Decorative Garlands,174,654.81,10
2011-02-25,"Furniture, Cabinets & Storage Furniture",181,339.31,11
2011-02-25,"Garden, Bird Feeding & Outdoor Décor",55,214.25,5
2011-02-25,"Gift Wrap, Tape & Ribbons",884,471.43,13
2011-02-25,"Glass Jars, Bottles & Vases",15,76.45,4
2011-02-25,Hair Accessories,24,15.600000000000001,1
2011-02-25,Hand Warmers & Umbrellas,59,181.75,5
2011-02-25,Hot Water Bottles,28,161.17000000000002,4
2011-02-25,"Jewellery - Bracelets, Rings & Brooches",24,55.2,3
2011-02-25,Jewellery - Earrings,0,0.0,0
2011-02-25,Jewellery - Necklaces,0,0.0,0
2011-02-25,"Jigsaw Puzzles, Card Games & Board Games",56,100.03999999999999,7
2011-02-25,Jumbo Bags & Shoppers,404,801.74,14
2011-02-25,Kitchen Storage & Containers,147,240.51,11
2011-02-25,Kitchen Utensils & Tools,64,187.11,8
2011-02-25,Lamps & Lampshades,0,0.0,0
2011-02-25,Lanterns,12,19.799999999999997,1
2011-02-25,Lunch Boxes & Snack Bags,631,1212.2,22
2011-02-25,Memo Boards & Blackboards,42,123.90000000000002,6
2011-02-25,Metal Signs & Plaques,534,910.63,13
2011-02-25,Mirrors,0,0.0,0
2011-02-25,Miscellaneous,1204,2842.72,37
2011-02-25,"Mugs, Cups & Glasses",741,1077.42,21
2011-02-25,"Paper Napkins, Doilies & Bunting",264,715.96,16
2011-02-25,Party & Event Accessories,13,16.25,2
2011-02-25,Picture Frames & Photo Accessories,62,242.34,9
2011-02-25,"Plates, Bowls, Trays & Serveware",224,511.72,15
2011-02-25,Sewing & Craft Kits,118,256.34,8
2011-02-25,"Stationery, Notebooks & Greeting Cards",503,426.03,14
2011-02-25,"Stickers, Patches & Badges",24,20.4,1
2011-02-25,Tea & Coffee Sets,68,283.64,9
2011-02-25,Tealight Holders & Sets,621,769.01,15
2011-02-25,Travel & Office Accessories,126,255.42,4
2011-02-25,Trinket Boxes & Keepsakes,135,273.83,8
2011-02-25,Unclassified,12,34.56,1
2011-02-25,Wall Art & Prints,0,0.0,0
2011-02-25,Wooden Letters & Number Tiles,44,294.8,6
2011-02-26,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-02-26,"Bags, Purses & Backpacks",0,0.0,0
2011-02-26,"Baskets, Hampers & Wicker",0,0.0,0
2011-02-26,Cake Cases & Baking Accessories,0,0.0,0
2011-02-26,Cake Stands,0,0.0,0
2011-02-26,"Candles, Incense & Matches",0,0.0,0
2011-02-26,Children's Toys & Playsets,0,0.0,0
2011-02-26,Christmas Decorations,0,0.0,0
2011-02-26,Clocks & Timepieces,0,0.0,0
2011-02-26,"Clothing, Accessories & Beauty",0,0.0,0
2011-02-26,"Coat Racks, Hooks & Hangers",0,0.0,0
2011-02-26,Colouring & Art Supplies,0,0.0,0
2011-02-26,"Cushions, Quilts & Home Textiles",0,0.0,0
2011-02-26,Cutlery & Chopping Boards,0,0.0,0
2011-02-26,Decorative Hanging Ornaments & Figurines,0,0.0,0
2011-02-26,Doormats & Doorstops,0,0.0,0
2011-02-26,Easter Decorations,0,0.0,0
2011-02-26,Egg Cups & Holders,0,0.0,0
2011-02-26,Fairy Lights & Decorative Garlands,0,0.0,0
2011-02-26,"Furniture, Cabinets & Storage Furniture",0,0.0,0
2011-02-26,"Garden, Bird Feeding & Outdoor Décor",0,0.0,0
2011-02-26,"Gift Wrap, Tape & Ribbons",0,0.0,0
2011-02-26,"Glass Jars, Bottles & Vases",0,0.0,0
2011-02-26,Hair Accessories,0,0.0,0
2011-02-26,Hand Warmers & Umbrellas,0,0.0,0
2011-02-26,Hot Water Bottles,0,0.0,0
2011-02-26,"Jewellery - Bracelets, Rings & Brooches",0,0.0,0
2011-02-26,Jewellery - Earrings,0,0.0,0
2011-02-26,Jewellery - Necklaces,0,0.0,0
2011-02-26,"Jigsaw Puzzles, Card Games & Board Games",0,0.0,0
2011-02-26,Jumbo Bags & Shoppers,0,0.0,0
2011-02-26,Kitchen Storage & Containers,0,0.0,0
2011-02-26,Kitchen Utensils & Tools,0,0.0,0
2011-02-26,Lamps & Lampshades,0,0.0,0
2011-02-26,Lanterns,0,0.0,0
2011-02-26,Lunch Boxes & Snack Bags,0,0.0,0
2011-02-26,Memo Boards & Blackboards,0,0.0,0
2011-02-26,Metal Signs & Plaques,0,0.0,0
2011-02-26,Mirrors,0,0.0,0
2011-02-26,Miscellaneous,0,0.0,0
2011-02-26,"Mugs, Cups & Glasses",0,0.0,0
2011-02-26,"Paper Napkins, Doilies & Bunting",0,0.0,0
2011-02-26,Party & Event Accessories,0,0.0,0
2011-02-26,Picture Frames & Photo Accessories,0,0.0,0
2011-02-26,"Plates, Bowls, Trays & Serveware",0,0.0,0
2011-02-26,Sewing & Craft Kits,0,0.0,0
2011-02-26,"Stationery, Notebooks & Greeting Cards",0,0.0,0
2011-02-26,"Stickers, Patches & Badges",0,0.0,0
2011-02-26,Tea & Coffee Sets,0,0.0,0
2011-02-26,Tealight Holders & Sets,0,0.0,0
2011-02-26,Travel & Office Accessories,0,0.0,0
2011-02-26,Trinket Boxes & Keepsakes,0,0.0,0
2011-02-26,Unclassified,0,0.0,0
2011-02-26,Wall Art & Prints,0,0.0,0
2011-02-26,Wooden Letters & Number Tiles,0,0.0,0
2011-02-27,"Bag Charms, Key Rings & Phone Charms",8,5.2,1
2011-02-27,"Bags, Purses & Backpacks",363,322.15,8
2011-02-27,"Baskets, Hampers & Wicker",40,90.2,8
2011-02-27,Cake Cases & Baking Accessories,242,343.85,14
2011-02-27,Cake Stands,8,75.55,5
2011-02-27,"Candles, Incense & Matches",229,431.84999999999997,17
2011-02-27,Children's Toys & Playsets,30,46.24,5
2011-02-27,Christmas Decorations,30,42.099999999999994,4
2011-02-27,Clocks & Timepieces,31,135.25,4
2011-02-27,"Clothing, Accessories & Beauty",13,32.35,3
2011-02-27,"Coat Racks, Hooks & Hangers",90,214.04,11
2011-02-27,Colouring & Art Supplies,172,164.6,4
2011-02-27,"Cushions, Quilts & Home Textiles",25,107.15,6
2011-02-27,Cutlery & Chopping Boards,7,15.719999999999999,2
2011-02-27,Decorative Hanging Ornaments & Figurines,315,537.37,11
2011-02-27,Doormats & Doorstops,120,866.3,6
2011-02-27,Easter Decorations,152,198.6,10
2011-02-27,Egg Cups & Holders,76,92.1,3
2011-02-27,Fairy Lights & Decorative Garlands,131,302.33000000000004,11
2011-02-27,"Furniture, Cabinets & Storage Furniture",244,576.9,13
2011-02-27,"Garden, Bird Feeding & Outdoor Décor",85,258.49,8
2011-02-27,"Gift Wrap, Tape & Ribbons",144,83.25,6
2011-02-27,"Glass Jars, Bottles & Vases",11,65.75,2
2011-02-27,Hair Accessories,0,0.0,0
2011-02-27,Hand Warmers & Umbrellas,9,26.96,4
2011-02-27,Hot Water Bottles,10,48.300000000000004,1
2011-02-27,"Jewellery - Bracelets, Rings & Brooches",32,57.3,3
2011-02-27,Jewellery - Earrings,0,0.0,0
2011-02-27,Jewellery - Necklaces,0,0.0,0
2011-02-27,"Jigsaw Puzzles, Card Games & Board Games",84,59.22,5
2011-02-27,Jumbo Bags & Shoppers,46,89.7,4
2011-02-27,Kitchen Storage & Containers,34,92.3,7
2011-02-27,Kitchen Utensils & Tools,15,56.1,4
2011-02-27,Lamps & Lampshades,3,25.849999999999998,1
2011-02-27,Lanterns,12,27.6,2
2011-02-27,Lunch Boxes & Snack Bags,65,110.55,5
2011-02-27,Memo Boards & Blackboards,26,104.7,6
2011-02-27,Metal Signs & Plaques,161,282.39,8
2011-02-27,Mirrors,12,60.599999999999994,4
2011-02-27,Miscellaneous,469,785.52,22
2011-02-27,"Mugs, Cups & Glasses",171,284.95,15
2011-02-27,"Paper Napkins, Doilies & Bunting",182,745.95,15
2011-02-27,Party & Event Accessories,12,15.0,1
2011-02-27,Picture Frames & Photo Accessories,66,191.70000000000002,8
2011-02-27,"Plates, Bowls, Trays & Serveware",81,150.51,8
2011-02-27,Sewing & Craft Kits,22,49.3,6
2011-02-27,"Stationery, Notebooks & Greeting Cards",301,267.53,9
2011-02-27,"Stickers, Patches & Badges",25,6.29,2
2011-02-27,Tea & Coffee Sets,11,37.050000000000004,4
2011-02-27,Tealight Holders & Sets,247,350.64000000000004,15
2011-02-27,Travel & Office Accessories,36,57.0,2
2011-02-27,Trinket Boxes & Keepsakes,105,207.25,9
2011-02-27,Unclassified,0,0.0,0
2011-02-27,Wall Art & Prints,6,26.1,2
2011-02-27,Wooden Letters & Number Tiles,60,284.8,7
2011-02-28,"Bag Charms, Key Rings & Phone Charms",1,1.63,1
2011-02-28,"Bags, Purses & Backpacks",413,698.84,23
2011-02-28,"Baskets, Hampers & Wicker",65,155.56,11
2011-02-28,Cake Cases & Baking Accessories,577,862.74,20
2011-02-28,Cake Stands,46,477.27,14
2011-02-28,"Candles, Incense & Matches",663,659.3,13
2011-02-28,Children's Toys & Playsets,138,348.27000000000004,15
2011-02-28,Christmas Decorations,28,22.97,3
2011-02-28,Clocks & Timepieces,45,242.0,9
2011-02-28,"Clothing, Accessories & Beauty",55,82.85,8
2011-02-28,"Coat Racks, Hooks & Hangers",114,365.4,15
2011-02-28,Colouring & Art Supplies,258,200.76,10
2011-02-28,"Cushions, Quilts & Home Textiles",32,126.35000000000001,9
2011-02-28,Cutlery & Chopping Boards,43,167.1,8
2011-02-28,Decorative Hanging Ornaments & Figurines,627,733.12,20
2011-02-28,Doormats & Doorstops,94,762.17,15
2011-02-28,Easter Decorations,119,187.2,10
2011-02-28,Egg Cups & Holders,20,84.48,5
2011-02-28,Fairy Lights & Decorative Garlands,148,412.24,11
2011-02-28,"Furniture, Cabinets & Storage Furniture",234,797.31,18
2011-02-28,"Garden, Bird Feeding & Outdoor Décor",156,343.28000000000003,15
2011-02-28,"Gift Wrap, Tape & Ribbons",348,312.82,10
2011-02-28,"Glass Jars, Bottles & Vases",71,258.73,11
2011-02-28,Hair Accessories,2,3.3,1
2011-02-28,Hand Warmers & Umbrellas,53,266.41,10
2011-02-28,Hot Water Bottles,24,107.87,8
2011-02-28,"Jewellery - Bracelets, Rings & Brooches",145,161.53,9
2011-02-28,Jewellery - Earrings,11,33.14,3
2011-02-28,Jewellery - Necklaces,22,163.73000000000002,2
2011-02-28,"Jigsaw Puzzles, Card Games & Board Games",158,214.89,9
2011-02-28,Jumbo Bags & Shoppers,414,866.46,16
2011-02-28,Kitchen Storage & Containers,286,827.4399999999999,17
2011-02-28,Kitchen Utensils & Tools,24,115.62,7
2011-02-28,Lamps & Lampshades,2,24.08,2
2011-02-28,Lanterns,78,145.12,8
2011-02-28,Lunch Boxes & Snack Bags,379,709.09,18
2011-02-28,Memo Boards & Blackboards,68,294.16,11
2011-02-28,Metal Signs & Plaques,259,543.89,14
2011-02-28,Mirrors,2,19.9,1
2011-02-28,Miscellaneous,979,2103.48,33
2011-02-28,"Mugs, Cups & Glasses",523,695.89,19
2011-02-28,"Paper Napkins, Doilies & Bunting",360,1287.3700000000001,17
2011-02-28,Party & Event Accessories,40,45.58,6
2011-02-28,Picture Frames & Photo Accessories,102,371.65999999999997,12
2011-02-28,"Plates, Bowls, Trays & Serveware",209,498.92,19
2011-02-28,Sewing & Craft Kits,232,354.28999999999996,11
2011-02-28,"Stationery, Notebooks & Greeting Cards",174,250.57000000000002,11
2011-02-28,"Stickers, Patches & Badges",72,52.86,5
2011-02-28,Tea & Coffee Sets,14,69.66,7
2011-02-28,Tealight Holders & Sets,629,792.63,21
2011-02-28,Travel & Office Accessories,38,88.09,6
2011-02-28,Trinket Boxes & Keepsakes,246,321.01,13
2011-02-28,Unclassified,5,16.96,3
2011-02-28,Wall Art & Prints,4,24.84,2
2011-02-28,Wooden Letters & Number Tiles,20,124.9,6
2011-03-01,"Bag Charms, Key Rings & Phone Charms",4,2.6,1
2011-03-01,"Bags, Purses & Backpacks",596,898.87,18
2011-03-01,"Baskets, Hampers & Wicker",72,223.04,8
2011-03-01,Cake Cases & Baking Accessories,554,2219.36,23
2011-03-01,Cake Stands,36,352.7,11
2011-03-01,"Candles, Incense & Matches",467,694.92,18
2011-03-01,Children's Toys & Playsets,146,457.84000000000003,18
2011-03-01,Christmas Decorations,32,34.0,4
2011-03-01,Clocks & Timepieces,15,87.02,7
2011-03-01,"Clothing, Accessories & Beauty",43,70.29,6
2011-03-01,"Coat Racks, Hooks & Hangers",153,309.83,15
2011-03-01,Colouring & Art Supplies,466,544.7,12
2011-03-01,"Cushions, Quilts & Home Textiles",197,744.71,10
2011-03-01,Cutlery & Chopping Boards,111,619.4399999999999,10
2011-03-01,Decorative Hanging Ornaments & Figurines,667,904.04,24
2011-03-01,Doormats & Doorstops,112,865.5,18
2011-03-01,Easter Decorations,238,365.0,15
2011-03-01,Egg Cups & Holders,61,141.85,9
2011-03-01,Fairy Lights & Decorative Garlands,136,372.19,13
2011-03-01,"Furniture, Cabinets & Storage Furniture",335,743.4300000000001,15
2011-03-01,"Garden, Bird Feeding & Outdoor Décor",310,467.07,18
2011-03-01,"Gift Wrap, Tape & Ribbons",918,547.98,17
2011-03-01,"Glass Jars, Bottles & Vases",147,416.29,6
2011-03-01,Hair Accessories,6,15.299999999999999,1
2011-03-01,Hand Warmers & Umbrellas,126,509.21999999999997,9
2011-03-01,Hot Water Bottles,55,226.79,5
2011-03-01,"Jewellery - Bracelets, Rings & Brooches",104,182.38,8
2011-03-01,Jewellery - Earrings,0,0.0,0
2011-03-01,Jewellery - Necklaces,0,0.0,0
2011-03-01,"Jigsaw Puzzles, Card Games & Board Games",215,231.2,14
2011-03-01,Jumbo Bags & Shoppers,559,1117.19,17
2011-03-01,Kitchen Storage & Containers,200,565.3199999999999,13
2011-03-01,Kitchen Utensils & Tools,112,422.74,6
2011-03-01,Lamps & Lampshades,148,131.95999999999998,2
2011-03-01,Lanterns,29,129.23,4
2011-03-01,Lunch Boxes & Snack Bags,574,1126.96,18
2011-03-01,Memo Boards & Blackboards,43,169.53,10
2011-03-01,Metal Signs & Plaques,200,411.63000000000005,15
2011-03-01,Mirrors,18,64.05,3
2011-03-01,Miscellaneous,693,1251.42,29
2011-03-01,"Mugs, Cups & Glasses",562,939.9399999999999,22
2011-03-01,"Paper Napkins, Doilies & Bunting",244,636.36,19
2011-03-01,Party & Event Accessories,52,46.54,3
2011-03-01,Picture Frames & Photo Accessories,68,404.53,13
2011-03-01,"Plates, Bowls, Trays & Serveware",296,578.79,8
2011-03-01,Sewing & Craft Kits,197,339.17,15
2011-03-01,"Stationery, Notebooks & Greeting Cards",408,292.9,14
2011-03-01,"Stickers, Patches & Badges",81,116.25,4
2011-03-01,Tea & Coffee Sets,62,231.34,12
2011-03-01,Tealight Holders & Sets,968,1349.3700000000001,24
2011-03-01,Travel & Office Accessories,31,71.48,7
2011-03-01,Trinket Boxes & Keepsakes,117,199.04000000000002,9
2011-03-01,Unclassified,2,4.09,1
2011-03-01,Wall Art & Prints,7,40.19,2
2011-03-01,Wooden Letters & Number Tiles,132,452.24,6
2011-03-02,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-03-02,"Bags, Purses & Backpacks",243,279.59,12
2011-03-02,"Baskets, Hampers & Wicker",34,64.9,5
2011-03-02,Cake Cases & Baking Accessories,641,1064.5,19
2011-03-02,Cake Stands,260,2751.2,15
2011-03-02,"Candles, Incense & Matches",121,146.62,10
2011-03-02,Children's Toys & Playsets,75,271.85,6
2011-03-02,Christmas Decorations,12,23.4,1
2011-03-02,Clocks & Timepieces,97,477.75,5
2011-03-02,"Clothing, Accessories & Beauty",9,29.090000000000003,2
2011-03-02,"Coat Racks, Hooks & Hangers",163,321.32,11
2011-03-02,Colouring & Art Supplies,306,227.79999999999998,7
2011-03-02,"Cushions, Quilts & Home Textiles",30,194.5,6
2011-03-02,Cutlery & Chopping Boards,82,470.77,9
2011-03-02,Decorative Hanging Ornaments & Figurines,179,258.27,10
2011-03-02,Doormats & Doorstops,107,767.25,9
2011-03-02,Easter Decorations,227,385.25,13
2011-03-02,Egg Cups & Holders,42,75.89999999999999,6
2011-03-02,Fairy Lights & Decorative Garlands,215,558.69,8
2011-03-02,"Furniture, Cabinets & Storage Furniture",128,581.4499999999999,13
2011-03-02,"Garden, Bird Feeding & Outdoor Décor",49,176.35,11
2011-03-02,"Gift Wrap, Tape & Ribbons",1301,581.85,7
2011-03-02,"Glass Jars, Bottles & Vases",25,70.95,4
2011-03-02,Hair Accessories,0,0.0,0
2011-03-02,Hand Warmers & Umbrellas,31,35.57,4
2011-03-02,Hot Water Bottles,7,29.85,2
2011-03-02,"Jewellery - Bracelets, Rings & Brooches",32,62.0,4
2011-03-02,Jewellery - Earrings,0,0.0,0
2011-03-02,Jewellery - Necklaces,0,0.0,0
2011-03-02,"Jigsaw Puzzles, Card Games & Board Games",368,267.68,8
2011-03-02,Jumbo Bags & Shoppers,151,297.45,10
2011-03-02,Kitchen Storage & Containers,340,887.88,18
2011-03-02,Kitchen Utensils & Tools,42,183.4,9
2011-03-02,Lamps & Lampshades,0,0.0,0
2011-03-02,Lanterns,7,29.85,2
2011-03-02,Lunch Boxes & Snack Bags,176,275.5,9
2011-03-02,Memo Boards & Blackboards,26,110.60000000000001,6
2011-03-02,Metal Signs & Plaques,671,1099.28,16
2011-03-02,Mirrors,26,16.900000000000002,2
2011-03-02,Miscellaneous,502,1805.0900000000001,26
2011-03-02,"Mugs, Cups & Glasses",436,796.24,21
2011-03-02,"Paper Napkins, Doilies & Bunting",298,1004.75,15
2011-03-02,Party & Event Accessories,17,14.45,2
2011-03-02,Picture Frames & Photo Accessories,34,104.5,3
2011-03-02,"Plates, Bowls, Trays & Serveware",111,257.57,9
2011-03-02,Sewing & Craft Kits,66,152.2,9
2011-03-02,"Stationery, Notebooks & Greeting Cards",173,183.51,10
2011-03-02,"Stickers, Patches & Badges",0,0.0,0
2011-03-02,Tea & Coffee Sets,27,117.45,6
2011-03-02,Tealight Holders & Sets,504,561.62,19
2011-03-02,Travel & Office Accessories,27,51.75,3
2011-03-02,Trinket Boxes & Keepsakes,139,204.65,11
2011-03-02,Unclassified,0,0.0,0
2011-03-02,Wall Art & Prints,0,0.0,0
2011-03-02,Wooden Letters & Number Tiles,60,361.8,3
2011-03-03,"Bag Charms, Key Rings & Phone Charms",2,3.26,1
2011-03-03,"Bags, Purses & Backpacks",328,637.42,19
2011-03-03,"Baskets, Hampers & Wicker",34,174.89,8
2011-03-03,Cake Cases & Baking Accessories,1071,3531.19,25
2011-03-03,Cake Stands,142,1376.47,16
2011-03-03,"Candles, Incense & Matches",386,607.01,9
2011-03-03,Children's Toys & Playsets,1023,3264.4500000000003,12
2011-03-03,Christmas Decorations,20,48.9,3
2011-03-03,Clocks & Timepieces,20,88.12,4
2011-03-03,"Clothing, Accessories & Beauty",11,18.83,2
2011-03-03,"Coat Racks, Hooks & Hangers",92,229.42,8
2011-03-03,Colouring & Art Supplies,333,189.69,10
2011-03-03,"Cushions, Quilts & Home Textiles",112,347.09000000000003,8
2011-03-03,Cutlery & Chopping Boards,197,677.36,10
2011-03-03,Decorative Hanging Ornaments & Figurines,374,540.84,12
2011-03-03,Doormats & Doorstops,74,582.12,10
2011-03-03,Easter Decorations,271,426.76,13
2011-03-03,Egg Cups & Holders,22,77.06,4
2011-03-03,Fairy Lights & Decorative Garlands,396,691.78,11
2011-03-03,"Furniture, Cabinets & Storage Furniture",248,742.65,15
2011-03-03,"Garden, Bird Feeding & Outdoor Décor",8,47.6,2
2011-03-03,"Gift Wrap, Tape & Ribbons",1209,647.0699999999999,11
2011-03-03,"Glass Jars, Bottles & Vases",46,214.87,7
2011-03-03,Hair Accessories,0,0.0,0
2011-03-03,Hand Warmers & Umbrellas,32,149.47,6
2011-03-03,Hot Water Bottles,15,74.67,4
2011-03-03,"Jewellery - Bracelets, Rings & Brooches",219,220.35,9
2011-03-03,Jewellery - Earrings,2,5.38,2
2011-03-03,Jewellery - Necklaces,5,42.0,2
2011-03-03,"Jigsaw Puzzles, Card Games & Board Games",997,733.23,4
2011-03-03,Jumbo Bags & Shoppers,179,357.59,8
2011-03-03,Kitchen Storage & Containers,1974,2465.32,16
2011-03-03,Kitchen Utensils & Tools,50,210.23,10
2011-03-03,Lamps & Lampshades,1,5.79,1
2011-03-03,Lanterns,147,130.42,5
2011-03-03,Lunch Boxes & Snack Bags,1211,1884.07,17
2011-03-03,Memo Boards & Blackboards,41,216.64,6
2011-03-03,Metal Signs & Plaques,538,888.07,14
2011-03-03,Mirrors,10,110.66999999999999,4
2011-03-03,Miscellaneous,2493,4192.49,30
2011-03-03,"Mugs, Cups & Glasses",1162,1344.3300000000002,20
2011-03-03,"Paper Napkins, Doilies & Bunting",719,2565.43,15
2011-03-03,Party & Event Accessories,75,94.81,3
2011-03-03,Picture Frames & Photo Accessories,37,159.6,7
2011-03-03,"Plates, Bowls, Trays & Serveware",1097,1474.47,17
2011-03-03,Sewing & Craft Kits,241,750.1899999999999,16
2011-03-03,"Stationery, Notebooks & Greeting Cards",1119,503.07,14
2011-03-03,"Stickers, Patches & Badges",486,103.32,4
2011-03-03,Tea & Coffee Sets,72,403.66,16
2011-03-03,Tealight Holders & Sets,504,796.52,18
2011-03-03,Travel & Office Accessories,11,31.130000000000003,2
2011-03-03,Trinket Boxes & Keepsakes,246,613.22,15
2011-03-03,Unclassified,3,14.51,2
2011-03-03,Wall Art & Prints,0,0.0,0
2011-03-03,Wooden Letters & Number Tiles,9,59.67,2
2011-03-04,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-03-04,"Bags, Purses & Backpacks",706,1297.5,18
2011-03-04,"Baskets, Hampers & Wicker",34,100.22,7
2011-03-04,Cake Cases & Baking Accessories,799,904.99,18
2011-03-04,Cake Stands,41,301.83,9
2011-03-04,"Candles, Incense & Matches",239,345.7,15
2011-03-04,Children's Toys & Playsets,114,372.07,14
2011-03-04,Christmas Decorations,12,20.8,3
2011-03-04,Clocks & Timepieces,57,211.78,8
2011-03-04,"Clothing, Accessories & Beauty",114,158.03,10
2011-03-04,"Coat Racks, Hooks & Hangers",59,152.41,9
2011-03-04,Colouring & Art Supplies,312,227.81,16
2011-03-04,"Cushions, Quilts & Home Textiles",103,408.83,8
2011-03-04,Cutlery & Chopping Boards,41,141.12,6
2011-03-04,Decorative Hanging Ornaments & Figurines,320,432.97999999999996,16
2011-03-04,Doormats & Doorstops,50,375.34000000000003,9
2011-03-04,Easter Decorations,198,302.68,13
2011-03-04,Egg Cups & Holders,53,81.19,4
2011-03-04,Fairy Lights & Decorative Garlands,157,376.94,10
