cancellation_row,invoice,available_candidates,selected_original_row,status
80660,C543050,0,,unmatched
80661,C543050,1,69187.0,unique_available_candidate
80662,C543050,0,,unmatched
80663,C543050,0,,unmatched
80664,C543050,0,,unmatched
80666,C543052,1,78888.0,unique_available_candidate
81082,C543109,1,78679.0,unique_available_candidate
81154,C543112,0,,unmatched
81304,C543119,1,81231.0,unique_available_candidate
81796,C543175,1,6973.0,unique_available_candidate
81797,C543175,1,77749.0,unique_available_candidate
81798,C543175,0,,unmatched
81799,C543175,1,77747.0,unique_available_candidate
82038,C543185,0,,unmatched
82039,C543185,0,,unmatched
82286,C543195,0,,unmatched
82287,C543195,0,,unmatched
82613,C543239,0,,unmatched
82614,C543239,0,,unmatched
82615,C543239,0,,unmatched
82616,C543241,0,,unmatched
82643,C543244,2,43495.0,multiple_available_candidates
83186,C543290,0,,unmatched
83187,C543290,1,37684.0,unique_available_candidate
83503,C543307,1,61724.0,unique_available_candidate
83740,C543347,0,,unmatched
83741,C543347,0,,unmatched
83742,C543347,0,,unmatched
83743,C543347,0,,unmatched
83744,C543347,0,,unmatched
83745,C543347,0,,unmatched
83746,C543347,0,,unmatched
83747,C543347,0,,unmatched
83748,C543347,0,,unmatched
83749,C543347,0,,unmatched
83750,C543347,0,,unmatched
83751,C543347,0,,unmatched
83752,C543347,0,,unmatched
83753,C543347,0,,unmatched
83754,C543347,0,,unmatched
83809,C543353,0,,unmatched
83810,C543353,0,,unmatched
83811,C543353,0,,unmatched
83812,C543353,0,,unmatched
83890,C543356,0,,unmatched
83891,C543356,0,,unmatched
84074,C543368,0,,unmatched
84075,C543368,0,,unmatched
84299,C543375,1,84271.0,unique_available_candidate
84300,C543375,1,84270.0,unique_available_candidate
84331,C543381,1,56182.0,unique_available_candidate
84373,C543384,0,,unmatched
84389,C543388,0,,unmatched
84710,C543431,0,,unmatched
84711,C543431,0,,unmatched
84712,C543431,0,,unmatched
84713,C543431,0,,unmatched
84714,C543442,0,,unmatched
84715,C543442,1,81812.0,unique_available_candidate
84716,C543445,1,81335.0,unique_available_candidate
84717,C543445,1,81340.0,unique_available_candidate
85159,C543465,0,,unmatched
85407,C543469,0,,unmatched
85408,C543469,0,,unmatched
85409,C543469,0,,unmatched
85410,C543469,0,,unmatched
85411,C543469,0,,unmatched
85412,C543469,0,,unmatched
85413,C543469,0,,unmatched
85414,C543469,0,,unmatched
85415,C543469,0,,unmatched
85541,C543475,0,,unmatched
85542,C543475,0,,unmatched
85543,C543475,0,,unmatched
85544,C543475,0,,unmatched
85545,C543475,0,,unmatched
86512,C543551,0,,unmatched
86835,C543603,1,8634.0,unique_available_candidate
86836,C543603,0,,unmatched
86837,C543603,0,,unmatched
86838,C543603,0,,unmatched
86839,C543603,0,,unmatched
86840,C543603,0,,unmatched
86841,C543603,2,86833.0,multiple_available_candidates
86860,C543605,0,,unmatched
86861,C543606,0,,unmatched
86862,C543606,1,79235.0,unique_available_candidate
86863,C543607,1,77285.0,unique_available_candidate
86864,C543608,0,,unmatched
86865,C543609,0,,unmatched
86866,C543609,0,,unmatched
86888,C543611,0,,unmatched
86889,C543611,16,4525.0,multiple_available_candidates
86890,C543611,0,,unmatched
86891,C543611,0,,unmatched
86892,C543611,0,,unmatched
86893,C543611,0,,unmatched
86894,C543611,0,,unmatched
86895,C543611,1,290.0,unique_available_candidate
86896,C543611,14,4515.0,multiple_available_candidates
86897,C543611,3,287.0,multiple_available_candidates
86898,C543611,0,,unmatched
86899,C543611,0,,unmatched
86900,C543611,0,,unmatched
86901,C543611,0,,unmatched
86902,C543611,0,,unmatched
86943,C543620,0,,unmatched
86945,C543621,0,,unmatched
86946,C543621,0,,unmatched
86947,C543621,0,,unmatched
86950,C543624,0,,unmatched
86983,C543627,0,,unmatched
86984,C543628,0,,unmatched
86985,C543628,0,,unmatched
87141,C543632,1,82768.0,unique_available_candidate
87142,C543633,0,,unmatched
87143,C543633,1,74802.0,unique_available_candidate
87144,C543633,0,,unmatched
87145,C543633,0,,unmatched
87146,C543634,0,,unmatched
87147,C543634,1,46734.0,unique_available_candidate
87148,C543635,1,79825.0,unique_available_candidate
87149,C543636,0,,unmatched
87150,C543637,0,,unmatched
87151,C543638,0,,unmatched
87152,C543638,0,,unmatched
87153,C543638,0,,unmatched
87154,C543638,0,,unmatched
87155,C543638,0,,unmatched
87175,C543640,0,,unmatched
87211,C543643,1,31951.0,unique_available_candidate
87212,C543643,0,,unmatched
87213,C543643,0,,unmatched
87214,C543643,0,,unmatched
87215,C543643,0,,unmatched
87216,C543643,0,,unmatched
87217,C543643,0,,unmatched
87218,C543644,0,,unmatched
87595,C543659,1,69590.0,unique_available_candidate
87596,C543659,1,69591.0,unique_available_candidate
87597,C543661,0,,unmatched
87598,C543661,0,,unmatched
87599,C543661,0,,unmatched
87600,C543661,0,,unmatched
87601,C543661,0,,unmatched
87602,C543661,0,,unmatched
87603,C543662,0,,unmatched
87604,C543663,1,83509.0,unique_available_candidate
87634,C543671,0,,unmatched
87635,C543671,0,,unmatched
87648,C543706,0,,unmatched
87754,C543729,0,,unmatched
87998,C543741,0,,unmatched
87999,C543742,0,,unmatched
88000,C543743,0,,unmatched
88001,C543744,1,53205.0,unique_available_candidate
88002,C543744,1,53204.0,unique_available_candidate
88003,C543744,1,53203.0,unique_available_candidate
88004,C543745,0,,unmatched
88005,C543745,0,,unmatched
88006,C543745,0,,unmatched
88028,C543749,0,,unmatched
88029,C543750,0,,unmatched
88032,C543752,0,,unmatched
88057,C543755,0,,unmatched
88058,C543755,0,,unmatched
88059,C543755,0,,unmatched
88060,C543755,0,,unmatched
88061,C543755,0,,unmatched
88062,C543755,0,,unmatched
88063,C543755,0,,unmatched
88064,C543755,0,,unmatched
88065,C543755,0,,unmatched
88066,C543755,0,,unmatched
88067,C543756,0,,unmatched
88068,C543756,0,,unmatched
88069,C543756,0,,unmatched
88070,C543757,0,,unmatched
88071,C543758,0,,unmatched
88084,C543760,0,,unmatched
88085,C543760,0,,unmatched
88086,C543761,0,,unmatched
88090,C543763,1,85558.0,unique_available_candidate
88091,C543763,2,82774.0,multiple_available_candidates
88092,C543764,1,78388.0,unique_available_candidate
88093,C543764,1,78389.0,unique_available_candidate
88094,C543764,0,,unmatched
88095,C543764,1,78387.0,unique_available_candidate
88096,C543765,1,84761.0,unique_available_candidate
88097,C543766,0,,unmatched
88098,C543767,0,,unmatched
88099,C543767,0,,unmatched
88100,C543768,0,,unmatched
88101,C543768,0,,unmatched
88102,C543769,0,,unmatched
88127,C543771,0,,unmatched
88128,C543771,0,,unmatched
88129,C543772,0,,unmatched
88130,C543773,0,,unmatched
88131,C543773,0,,unmatched
88152,C543775,0,,unmatched
88153,C543776,0,,unmatched
88197,C543778,0,,unmatched
88198,C543779,0,,unmatched
88199,C543779,0,,unmatched
88200,C543780,0,,unmatched
88204,C543784,1,59794.0,unique_available_candidate
88205,C543785,0,,unmatched
88206,C543786,0,,unmatched
88207,C543787,0,,unmatched
88210,C543789,0,,unmatched
88211,C543789,0,,unmatched
88212,C543789,0,,unmatched
88213,C543790,0,,unmatched
88214,C543790,0,,unmatched
88215,C543791,0,,unmatched
88216,C543791,0,,unmatched
88217,C543791,0,,unmatched
88218,C543791,2,80194.0,multiple_available_candidates
88219,C543792,0,,unmatched
88220,C543792,0,,unmatched
88221,C543792,0,,unmatched
88637,C543811,0,,unmatched
88638,C543811,0,,unmatched
88796,C543817,1,54355.0,unique_available_candidate
88797,C543817,0,,unmatched
88798,C543817,2,42809.0,multiple_available_candidates
88799,C543818,1,88704.0,unique_available_candidate
88800,C543818,1,88707.0,unique_available_candidate
88801,C543818,1,88708.0,unique_available_candidate
88802,C543818,1,88709.0,unique_available_candidate
88803,C543818,1,88710.0,unique_available_candidate
88804,C543818,1,88705.0,unique_available_candidate
88805,C543818,1,88706.0,unique_available_candidate
88806,C543819,0,,unmatched
88807,C543819,0,,unmatched
88808,C543819,0,,unmatched
89210,C543830,0,,unmatched
89211,C543830,0,,unmatched
89212,C543830,0,,unmatched
89255,C543834,1,57248.0,unique_available_candidate
89256,C543835,0,,unmatched
89272,C543837,0,,unmatched
89273,C543837,0,,unmatched
89274,C543837,0,,unmatched
89275,C543837,0,,unmatched
89276,C543837,0,,unmatched
89277,C543838,1,84721.0,unique_available_candidate
89278,C543838,0,,unmatched
89282,C543840,0,,unmatched
89283,C543841,0,,unmatched
89662,C543917,0,,unmatched
89663,C543918,0,,unmatched
89780,C543972,0,,unmatched
89781,C543974,0,,unmatched
89782,C543974,1,83081.0,unique_available_candidate
89954,C543980,0,,unmatched
90262,C543992,0,,unmatched
90363,C544034,0,,unmatched
90364,C544034,0,,unmatched
90365,C544034,0,,unmatched
90366,C544034,0,,unmatched
90367,C544034,0,,unmatched
90368,C544034,0,,unmatched
90443,C544038,0,,unmatched
90444,C544038,0,,unmatched
90445,C544038,0,,unmatched
90446,C544038,1,74755.0,unique_available_candidate
90557,C544047,0,,unmatched
90558,C544049,0,,unmatched
90586,C544054,0,,unmatched
90617,C544057,0,,unmatched
90618,C544057,0,,unmatched
91040,C544080,0,,unmatched
91443,C544099,0,,unmatched
91735,C544117,0,,unmatched
91736,C544118,1,87301.0,unique_available_candidate
92045,C544171,0,,unmatched
92046,C544171,0,,unmatched
92047,C544174,0,,unmatched
92226,C544184,1,80992.0,unique_available_candidate
93200,C544279,0,,unmatched
93564,C544300,0,,unmatched
93807,C544310,3,80299.0,multiple_available_candidates
93906,C544318,0,,unmatched
94588,C544397,0,,unmatched
94589,C544397,0,,unmatched
94590,C544397,0,,unmatched
94591,C544397,0,,unmatched
94799,C544413,1,91069.0,unique_available_candidate
94800,C544413,1,91068.0,unique_available_candidate
94801,C544414,0,,unmatched
94802,C544415,0,,unmatched
94803,C544416,0,,unmatched
94804,C544417,0,,unmatched
94808,C544419,1,87842.0,unique_available_candidate
94809,C544420,0,,unmatched
94822,C544422,1,57247.0,unique_available_candidate
94824,C544424,0,,unmatched
94825,C544424,0,,unmatched
94826,C544425,0,,unmatched
94828,C544427,0,,unmatched
94829,C544428,0,,unmatched
94831,C544429,1,94830.0,unique_available_candidate
94834,C544432,1,89995.0,unique_available_candidate
94835,C544433,0,,unmatched
95047,C544435,0,,unmatched
95048,C544435,0,,unmatched
95049,C544436,0,,unmatched
95050,C544436,0,,unmatched
95051,C544436,0,,unmatched
95052,C544437,0,,unmatched
95063,C544442,0,,unmatched
95317,C544451,0,,unmatched
95318,C544451,0,,unmatched
95448,C544458,0,,unmatched
95449,C544458,0,,unmatched
96372,C544507,0,,unmatched
96373,C544553,0,,unmatched
96387,C544557,0,,unmatched
96388,C544557,0,,unmatched
96389,C544557,0,,unmatched
96390,C544557,0,,unmatched
96391,C544557,0,,unmatched
96392,C544558,0,,unmatched
96393,C544559,1,57612.0,unique_available_candidate
96394,C544560,0,,unmatched
96395,C544561,0,,unmatched
96539,C544570,0,,unmatched
96675,C544575,0,,unmatched
96676,C544576,0,,unmatched
96677,C544577,0,,unmatched
96680,C544580,0,,unmatched
96681,C544580,0,,unmatched
96682,C544580,0,,unmatched
96683,C544580,0,,unmatched
96684,C544580,0,,unmatched
96685,C544580,0,,unmatched
96686,C544580,0,,unmatched
96687,C544580,0,,unmatched
96688,C544580,0,,unmatched
96689,C544580,0,,unmatched
96690,C544580,0,,unmatched
96691,C544580,0,,unmatched
96692,C544580,0,,unmatched
96693,C544580,0,,unmatched
96694,C544580,0,,unmatched
96695,C544580,0,,unmatched
96696,C544581,0,,unmatched
96697,C544581,0,,unmatched
96698,C544581,0,,unmatched
96699,C544581,0,,unmatched
96708,C544583,0,,unmatched
96709,C544583,0,,unmatched
96710,C544583,0,,unmatched
96711,C544583,0,,unmatched
96712,C544583,0,,unmatched
96713,C544583,0,,unmatched
96714,C544583,0,,unmatched
96715,C544584,0,,unmatched
96844,C544587,0,,unmatched
96845,C544589,0,,unmatched
96846,C544590,1,90447.0,unique_available_candidate
96890,C544594,0,,unmatched
97411,C544608,0,,unmatched
97412,C544609,0,,unmatched
97482,C544635,1,92216.0,unique_available_candidate
97681,C544653,0,,unmatched
97682,C544653,0,,unmatched
97691,C544655,0,,unmatched
97692,C544655,0,,unmatched
97693,C544655,0,,unmatched
97694,C544655,0,,unmatched
97695,C544655,0,,unmatched
98028,C544665,0,,unmatched
98029,C544665,0,,unmatched
98030,C544665,0,,unmatched
98139,C544669,1,96412.0,unique_available_candidate
98140,C544669,0,,unmatched
98141,C544669,0,,unmatched
98186,C544671,0,,unmatched
98251,C544674,0,,unmatched
98427,C544679,0,,unmatched
98428,C544679,0,,unmatched
98644,C544682,0,,unmatched
98645,C544682,0,,unmatched
98646,C544682,0,,unmatched
98647,C544682,0,,unmatched
99100,C544696,1,64790.0,unique_available_candidate
99101,C544696,0,,unmatched
99531,C544775,0,,unmatched
99748,C544780,0,,unmatched
99749,C544780,0,,unmatched
100457,C544814,0,,unmatched
100702,C544827,0,,unmatched
100703,C544827,0,,unmatched
100704,C544828,0,,unmatched
100705,C544828,0,,unmatched
100706,C544829,0,,unmatched
100707,C544829,0,,unmatched
100708,C544830,0,,unmatched
100709,C544830,0,,unmatched
100710,C544831,0,,unmatched
100711,C544831,0,,unmatched
100712,C544831,0,,unmatched
100713,C544831,0,,unmatched
100851,C544840,1,11819.0,unique_available_candidate
100852,C544840,0,,unmatched
101097,C544897,0,,unmatched
101130,C544901,1,97903.0,unique_available_candidate
101131,C544901,1,97904.0,unique_available_candidate
101132,C544901,0,,unmatched
101133,C544901,0,,unmatched
101134,C544901,0,,unmatched
101135,C544902,0,,unmatched
101136,C544902,0,,unmatched
102274,C545003,0,,unmatched
102275,C545003,0,,unmatched
102729,C545033,1,58102.0,unique_available_candidate
102730,C545033,1,58103.0,unique_available_candidate
102731,C545033,1,58122.0,unique_available_candidate
102732,C545033,1,58116.0,unique_available_candidate
102733,C545033,1,58129.0,unique_available_candidate
102734,C545033,1,58095.0,unique_available_candidate
102859,C545040,1,102807.0,unique_available_candidate
103549,C545068,0,,unmatched
104698,C545189,1,98264.0,unique_available_candidate
105762,C545277,0,,unmatched
106054,C545307,1,104386.0,unique_available_candidate
106055,C545307,1,104376.0,unique_available_candidate
106394,C545329,0,,unmatched
106395,C545329,0,,unmatched
106397,C545330,0,,unmatched
107259,C545421,0,,unmatched
107361,C545432,1,59726.0,unique_available_candidate
107362,C545434,0,,unmatched
107374,C545436,0,,unmatched
107375,C545436,0,,unmatched
107376,C545436,0,,unmatched
107377,C545437,0,,unmatched
107378,C545438,0,,unmatched
107379,C545438,0,,unmatched
107380,C545438,1,100977.0,unique_available_candidate
107381,C545439,1,100888.0,unique_available_candidate
107382,C545440,0,,unmatched
107397,C545442,0,,unmatched
107398,C545443,0,,unmatched
107399,C545443,0,,unmatched
107400,C545444,0,,unmatched
107401,C545444,0,,unmatched
107402,C545444,0,,unmatched
107444,C545446,0,,unmatched
107445,C545446,0,,unmatched
107446,C545446,0,,unmatched
107447,C545446,0,,unmatched
107448,C545446,0,,unmatched
107516,C545449,0,,unmatched
107517,C545449,0,,unmatched
107518,C545449,0,,unmatched
107519,C545450,1,92527.0,unique_available_candidate
107520,C545451,0,,unmatched
107521,C545452,0,,unmatched
107522,C545453,2,96618.0,multiple_available_candidates
107523,C545453,0,,unmatched
107524,C545454,0,,unmatched
107525,C545454,0,,unmatched
107526,C545455,0,,unmatched
107527,C545456,0,,unmatched
107528,C545456,0,,unmatched
107529,C545456,0,,unmatched
107530,C545457,0,,unmatched
107531,C545457,1,85003.0,unique_available_candidate
107532,C545457,0,,unmatched
107533,C545457,0,,unmatched
107534,C545458,0,,unmatched
108071,C545476,0,,unmatched
108088,C545478,0,,unmatched
108089,C545502,3,102752.0,multiple_available_candidates
108119,C545504,0,,unmatched
108120,C545504,0,,unmatched
108126,C545506,0,,unmatched
108127,C545507,0,,unmatched
108128,C545508,0,,unmatched
108129,C545508,0,,unmatched
108130,C545509,0,,unmatched
108131,C545510,0,,unmatched
108132,C545510,0,,unmatched
108133,C545510,0,,unmatched
108134,C545511,0,,unmatched
108140,C545513,0,,unmatched
108189,C545516,0,,unmatched
108190,C545516,0,,unmatched
108191,C545516,0,,unmatched
108192,C545516,0,,unmatched
108193,C545516,0,,unmatched
108194,C545516,1,99086.0,unique_available_candidate
108195,C545516,1,99087.0,unique_available_candidate
108196,C545516,0,,unmatched
108231,C545520,1,68413.0,unique_available_candidate
108303,C545525,0,,unmatched
108304,C545525,0,,unmatched
108319,C545529,0,,unmatched
108418,C545531,0,,unmatched
108419,C545532,1,106051.0,unique_available_candidate
108477,C545537,0,,unmatched
108478,C545537,0,,unmatched
108612,C545556,1,49835.0,unique_available_candidate
108613,C545556,0,,unmatched
108915,C545569,0,,unmatched
108916,C545569,0,,unmatched
108917,C545569,0,,unmatched
109466,C545639,0,,unmatched
109531,C545650,1,33307.0,unique_available_candidate
109532,C545650,0,,unmatched
110142,C545671,0,,unmatched
110143,C545672,0,,unmatched
110144,C545673,0,,unmatched
110145,C545674,0,,unmatched
110146,C545674,0,,unmatched
110147,C545674,0,,unmatched
110155,C545677,0,,unmatched
110156,C545677,0,,unmatched
110157,C545677,0,,unmatched
110158,C545677,0,,unmatched
110159,C545677,0,,unmatched
110160,C545677,0,,unmatched
110161,C545677,0,,unmatched
110162,C545677,0,,unmatched
110163,C545677,0,,unmatched
110164,C545677,0,,unmatched
110165,C545677,0,,unmatched
110166,C545678,0,,unmatched
110167,C545678,0,,unmatched
110168,C545679,0,,unmatched
110524,C545689,0,,unmatched
110525,C545689,1,44523.0,unique_available_candidate
111458,C545720,0,,unmatched
111459,C545720,1,104006.0,unique_available_candidate
111504,C545723,0,,unmatched
111505,C545723,0,,unmatched
111506,C545723,0,,unmatched
111507,C545724,0,,unmatched
111508,C545724,0,,unmatched
111514,C545728,0,,unmatched
111515,C545728,0,,unmatched
111516,C545728,0,,unmatched
111519,C545739,0,,unmatched
111520,C545740,0,,unmatched
111576,C545769,0,,unmatched
111577,C545773,0,,unmatched
111578,C545773,0,,unmatched
111732,C545823,0,,unmatched
111733,C545824,1,105743.0,unique_available_candidate
111734,C545825,0,,unmatched
111760,C545828,0,,unmatched
111761,C545828,0,,unmatched
111762,C545828,0,,unmatched
111763,C545829,2,58327.0,multiple_available_candidates
111764,C545829,2,58328.0,multiple_available_candidates
111816,C545831,0,,unmatched
111817,C545831,0,,unmatched
111820,C545833,0,,unmatched
111821,C545833,0,,unmatched
111822,C545833,0,,unmatched
111823,C545833,0,,unmatched
111824,C545834,0,,unmatched
111847,C545836,0,,unmatched
111848,C545836,3,103447.0,multiple_available_candidates
111849,C545836,2,106929.0,multiple_available_candidates
111850,C545837,1,104076.0,unique_available_candidate
111891,C545839,0,,unmatched
111892,C545840,0,,unmatched
111893,C545841,0,,unmatched
111894,C545841,0,,unmatched
111895,C545841,0,,unmatched
111926,C545843,0,,unmatched
111927,C545843,1,104226.0,unique_available_candidate
111940,C545844,0,,unmatched
111941,C545846,0,,unmatched
111942,C545847,0,,unmatched
111943,C545848,0,,unmatched
111944,C545849,0,,unmatched
111965,C545850,0,,unmatched
111966,C545850,0,,unmatched
111967,C545852,0,,unmatched
111968,C545852,0,,unmatched
111969,C545852,1,84234.0,unique_available_candidate
112062,C545866,0,,unmatched
112063,C545866,0,,unmatched
112064,C545866,0,,unmatched
112065,C545867,0,,unmatched
112229,C545884,0,,unmatched
112230,C545885,0,,unmatched
112231,C545885,0,,unmatched
112232,C545886,0,,unmatched
112233,C545887,0,,unmatched
112245,C545891,0,,unmatched
112246,C545892,0,,unmatched
112942,C545903,0,,unmatched
112943,C545903,0,,unmatched
113839,C545997,0,,unmatched
113840,C545997,1,105944.0,unique_available_candidate
113841,C545997,0,,unmatched
114536,C546022,1,114504.0,unique_available_candidate
114537,C546022,1,114505.0,unique_available_candidate
114742,C546080,0,,unmatched
114743,C546081,1,112222.0,unique_available_candidate
115091,C546106,0,,unmatched
115490,C546125,1,111544.0,unique_available_candidate
115501,C546128,0,,unmatched
115502,C546128,0,,unmatched
115503,C546128,0,,unmatched
115506,C546131,1,103883.0,unique_available_candidate
115507,C546131,0,,unmatched
115508,C546131,0,,unmatched
115509,C546131,0,,unmatched
115510,C546131,0,,unmatched
115511,C546131,0,,unmatched
115512,C546131,0,,unmatched
115513,C546131,1,103876.0,unique_available_candidate
115928,C546162,2,74473.0,multiple_available_candidates
115970,C546167,0,,unmatched
115971,C546168,1,107089.0,unique_available_candidate
115972,C546168,2,107109.0,multiple_available_candidates
115975,C546170,0,,unmatched
116011,C546173,0,,unmatched
116012,C546173,0,,unmatched
116013,C546174,0,,unmatched
116064,C546191,0,,unmatched
116065,C546203,2,92525.0,multiple_available_candidates
116066,C546203,0,,unmatched
116067,C546204,0,,unmatched
116068,C546204,1,106294.0,unique_available_candidate
116069,C546205,0,,unmatched
116070,C546206,0,,unmatched
116071,C546206,0,,unmatched
116072,C546207,0,,unmatched
116073,C546207,0,,unmatched
116074,C546207,0,,unmatched
116075,C546208,0,,unmatched
116076,C546208,0,,unmatched
116077,C546209,1,108243.0,unique_available_candidate
116078,C546209,1,108247.0,unique_available_candidate
116079,C546210,0,,unmatched
116080,C546210,0,,unmatched
116081,C546211,0,,unmatched
116112,C546214,0,,unmatched
116156,C546217,1,108514.0,unique_available_candidate
116157,C546217,1,108515.0,unique_available_candidate
116158,C546217,1,108511.0,unique_available_candidate
116159,C546217,1,108513.0,unique_available_candidate
116160,C546217,1,108517.0,unique_available_candidate
116161,C546217,1,108512.0,unique_available_candidate
116162,C546217,1,108518.0,unique_available_candidate
116248,C546234,1,106300.0,unique_available_candidate
116340,C546238,0,,unmatched
116358,C546241,0,,unmatched
116609,C546256,0,,unmatched
116661,C546267,0,,unmatched
116662,C546270,0,,unmatched
116679,C546278,0,,unmatched
116680,C546278,1,108488.0,unique_available_candidate
116696,C546302,0,,unmatched
116697,C546302,0,,unmatched
116930,C546313,0,,unmatched
117026,C546320,0,,unmatched
117027,C546320,0,,unmatched
117032,C546323,1,113397.0,unique_available_candidate
117033,C546323,0,,unmatched
117052,C546325,0,,unmatched
117053,C546327,0,,unmatched
117069,C546362,0,,unmatched
117070,C546363,1,97420.0,unique_available_candidate
117071,C546363,0,,unmatched
117660,C546395,0,,unmatched
117705,C546400,1,97455.0,unique_available_candidate
117706,C546400,1,97450.0,unique_available_candidate
117992,C546416,0,,unmatched
117993,C546416,0,,unmatched
117994,C546416,0,,unmatched
118883,C546496,0,,unmatched
118884,C546496,0,,unmatched
118885,C546496,0,,unmatched
118886,C546501,0,,unmatched
118954,C546507,0,,unmatched
118955,C546507,3,110993.0,multiple_available_candidates
118956,C546507,0,,unmatched
119001,C546511,0,,unmatched
119002,C546517,0,,unmatched
119003,C546517,0,,unmatched
119004,C546519,0,,unmatched
119005,C546519,0,,unmatched
119006,C546519,1,116490.0,unique_available_candidate
119147,C546529,0,,unmatched
119148,C546529,1,115000.0,unique_available_candidate
119234,C546535,0,,unmatched
119235,C546536,1,118860.0,unique_available_candidate
119510,C546548,0,,unmatched
119511,C546548,0,,unmatched
119631,C546557,0,,unmatched
119633,C546559,1,108172.0,unique_available_candidate
119806,C546623,0,,unmatched
120004,C546641,0,,unmatched
120059,C546645,3,119127.0,multiple_available_candidates
120081,C546647,0,,unmatched
120590,C546664,0,,unmatched
120761,C546671,0,,unmatched
120846,C546680,1,120834.0,unique_available_candidate
120847,C546680,1,120817.0,unique_available_candidate
120848,C546680,1,120818.0,unique_available_candidate
121071,C546730,0,,unmatched
121072,C546730,0,,unmatched
121098,C546735,2,121095.0,multiple_available_candidates
121099,C546735,2,121096.0,multiple_available_candidates
121100,C546735,2,121097.0,multiple_available_candidates
121184,C546740,0,,unmatched
121368,C546758,0,,unmatched
121562,C546773,0,,unmatched
121563,C546773,0,,unmatched
121675,C546777,0,,unmatched
121777,C546783,1,114655.0,unique_available_candidate
122197,C546854,0,,unmatched
122198,C546854,0,,unmatched
122199,C546854,0,,unmatched
122200,C546854,0,,unmatched
122201,C546854,0,,unmatched
122202,C546854,0,,unmatched
122203,C546854,0,,unmatched
122280,C546858,1,87108.0,unique_available_candidate
122281,C546858,1,87130.0,unique_available_candidate
122282,C546859,0,,unmatched
122356,C546864,2,119064.0,multiple_available_candidates
122357,C546864,0,,unmatched
122358,C546865,0,,unmatched
122359,C546865,0,,unmatched
122360,C546865,0,,unmatched
122361,C546865,0,,unmatched
122399,C546867,1,108199.0,unique_available_candidate
122400,C546867,1,108213.0,unique_available_candidate
122401,C546868,0,,unmatched
122409,C546870,1,122397.0,unique_available_candidate
122506,C546879,0,,unmatched
122507,C546880,0,,unmatched
122508,C546881,0,,unmatched
122726,C546885,0,,unmatched
122727,C546886,1,117116.0,unique_available_candidate
122728,C546886,0,,unmatched
122729,C546886,1,117113.0,unique_available_candidate
122730,C546887,0,,unmatched
122731,C546887,0,,unmatched
122732,C546887,0,,unmatched
122733,C546887,0,,unmatched
122902,C546889,0,,unmatched
122903,C546889,0,,unmatched
122904,C546889,0,,unmatched
123256,C546893,0,,unmatched
123257,C546894,1,116014.0,unique_available_candidate
123258,C546895,0,,unmatched
123557,C546897,0,,unmatched
123558,C546897,0,,unmatched
123585,C546901,1,114765.0,unique_available_candidate
123586,C546901,0,,unmatched
123587,C546901,0,,unmatched
123588,C546901,0,,unmatched
123589,C546901,0,,unmatched
123590,C546901,0,,unmatched
123591,C546901,1,114749.0,unique_available_candidate
123593,C546903,1,107366.0,unique_available_candidate
123594,C546903,1,107372.0,unique_available_candidate
123595,C546903,1,107369.0,unique_available_candidate
123596,C546904,0,,unmatched
123597,C546904,0,,unmatched
123598,C546904,0,,unmatched
123599,C546904,0,,unmatched
123600,C546905,0,,unmatched
123601,C546906,0,,unmatched
123602,C546907,0,,unmatched
123986,C546930,0,,unmatched
123987,C546930,1,110259.0,unique_available_candidate
123988,C546930,0,,unmatched
123989,C546930,1,73537.0,unique_available_candidate
123990,C546930,0,,unmatched
123991,C546930,0,,unmatched
123992,C546931,0,,unmatched
123993,C546932,0,,unmatched
124025,C546943,0,,unmatched
124051,C546948,0,,unmatched
124052,C546948,0,,unmatched
124474,C546975,0,,unmatched
124475,C546978,1,123943.0,unique_available_candidate
124741,C546987,0,,unmatched
124787,C546989,0,,unmatched
124921,C546997,1,124794.0,unique_available_candidate
124922,C546997,1,124806.0,unique_available_candidate
124923,C546997,1,124789.0,unique_available_candidate
124924,C546997,1,124808.0,unique_available_candidate
124925,C546997,1,124809.0,unique_available_candidate
124926,C546997,1,124795.0,unique_available_candidate
124927,C546997,1,124796.0,unique_available_candidate
124928,C546997,1,124798.0,unique_available_candidate
124929,C546997,1,124800.0,unique_available_candidate
124930,C546997,1,124797.0,unique_available_candidate
124931,C546997,1,124799.0,unique_available_candidate
124932,C546997,1,124788.0,unique_available_candidate
124933,C546997,1,124790.0,unique_available_candidate
124934,C546997,1,124801.0,unique_available_candidate
124935,C546997,1,124802.0,unique_available_candidate
124936,C546997,1,124805.0,unique_available_candidate
124937,C546997,1,124803.0,unique_available_candidate
124938,C546997,1,124804.0,unique_available_candidate
124939,C546997,2,124791.0,multiple_available_candidates
124940,C546997,1,124792.0,unique_available_candidate
124941,C546997,1,124793.0,unique_available_candidate
124942,C546997,1,124807.0,unique_available_candidate
125067,C547008,0,,unmatched
125153,C547024,0,,unmatched
125154,C547024,0,,unmatched
125231,C547031,0,,unmatched
125521,C547043,0,,unmatched
125522,C547043,0,,unmatched
125523,C547043,0,,unmatched
125652,C547054,0,,unmatched
125653,C547054,0,,unmatched
126626,C547091,0,,unmatched
126627,C547091,0,,unmatched
126628,C547091,0,,unmatched
126893,C547104,0,,unmatched
127043,C547168,1,125198.0,unique_available_candidate
127051,C547187,0,,unmatched
127052,C547187,0,,unmatched
